"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","W4Efsd 5","W4Efsd 6"
"https://www.google.com/maps/place/Prestige+Plaza/data=!4m7!3m6!1s0x182f109b8af13d0b:0xbdeb9a77aa4d971d!8m2!3d-1.3001917!4d36.7868386!16s%2Fg%2F119w6f6_f!19sChIJCz3xipsQLxgRHZdNqnea670?authuser=0&hl=en&rclk=1","Prestige Plaza","4.2","(11,384)","Shopping mall","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepnlZsZ6w0DKrRD6o0Jglp86HhT8R5GXncb3APB5hiLlLjtHgK5UJLpi_qDv_cjo4th2lkYpe78u0hBNpECLsyphv9jlWoKBNqTawRHtLgObpzGdfHygVl-SMZG9m9qTrnosxmj=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""This place is awesome, it's clean cool and secured""","","","·","Ngong Rd"
"https://www.google.com/maps/place/The+Yard+Mini+Golf/data=!4m7!3m6!1s0x182f17c6d7f0a523:0x80b7874e40bb79b0!8m2!3d-1.2301267!4d36.8043643!16s%2Fg%2F11tcz7gdq5!19sChIJI6Xw18YXLxgRsHm7QE6Ht4A?authuser=0&hl=en&rclk=1","The Yard Mini Golf","4.7","(40)","Recreation center","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqwMvWplrnEGMQpL16SK-JkHOi7Nw3AcMEdaID63v5C1Yy-cyPcMmqMEvxgOgX2TJbjbbUtJMr45zxV81opfpJAiO0Uf6GRIuBo-pPXi7ZX5-T8zdHs2H7J0iok7S02kOQfAK3l3A=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great hangout and not super crowded and affordable enough 700 per person""","","","Village Market Limuru Road",""
"https://www.google.com/maps/place/Music-Inn+International+School+Of+Music/data=!4m7!3m6!1s0x182f10d4eaa0eced:0x3c2f34c1a44e435!8m2!3d-1.2648607!4d36.7910518!16s%2Fg%2F11cs5_m368!19sChIJ7eyg6tQQLxgRNeREGkzzwgM?authuser=0&hl=en&rclk=1","Music-Inn International School Of Music","4.9","(735)","Music school","·","","Closed","· Opens 8:30 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqifRSG7RQl5QAo5YFGI0rQbm1OXpfvpi9L4QISlgFhXCI_yrv9JX7VkzZTO5c6OJrnqZ1CITPiUeh4GIw4GZv7k-NPb52X7kSQ8MMCfVW00j3Bej_LFP3XEoyBEZFHyc34pMI=w123-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent in its functions""","","","",""
"https://www.google.com/maps/place/B-Fit+Arena/data=!4m7!3m6!1s0x182f1b34da01493f:0x866eb0b49a680b9!8m2!3d-1.3342774!4d36.7533796!16s%2Fg%2F11xg7dzk82!19sChIJP0kB2jQbLxgRuYCmSQvrZgg?authuser=0&hl=en&rclk=1","B-Fit Arena","5.0","(17)","Sports club","·","","Closed","· Opens 8 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perfect place to train, play, recover, and have fun.""","","","·","Academy Road"
"https://www.google.com/maps/place/Kettle+House+Bar+%26+Grill/data=!4m7!3m6!1s0x182f19c72ad13acb:0xb848d96d7661de75!8m2!3d-1.287511!4d36.7717788!16s%2Fg%2F11sh7c7cp2!19sChIJyzrRKscZLxgRdd5hdm3ZSLg?authuser=0&hl=en&rclk=1","Kettle House Bar & Grill","4.3","(2,285)","Grill","·","","Open 24 hours","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Get there early on Fridays and Saturdays as it gets packed quickly""","","","·","Lavington, Muthangari Road, Gitanga Rd"
"https://www.google.com/maps/place/Soko+Safi/data=!4m7!3m6!1s0x182f114e023f57bb:0x2e9682bb45b1c9d2!8m2!3d-1.3004923!4d36.7827634!16s%2Fg%2F11h7q4fpbw!19sChIJu1c_Ak4RLxgR0smxRbuCli4?authuser=0&hl=en&rclk=1","Soko Safi","4.4","(209)","Shopping mall","·","","Closed","· Opens 8 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It's a mini arcade.""","","","·","Ngong Rd"
"https://www.google.com/maps/place/KmusiK+Studios/data=!4m7!3m6!1s0x182f1914fbeb3fd1:0x48b8c84067ec3b99!8m2!3d-1.2337578!4d36.7578319!16s%2Fg%2F11qlvfzn4h!19sChIJ0T_r-xQZLxgRmTvsZ0DIuEg?authuser=0&hl=en&rclk=1","KmusiK Studios","4.7","(36)","Recording studio","·","","Closed","· Opens 9 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The best place to hangout""","","","·","M4.1 Forward Close, Kitisuru Road"
"https://www.google.com/maps/place/Hyper+Gaming+Zone/data=!4m7!3m6!1s0x182f270076f85d15:0xb1ca768d7183e897!8m2!3d-1.1103308!4d36.6421549!16s%2Fg%2F11xcx8yq_v!19sChIJFV34dgAnLxgRl-iDcY12yrE?authuser=0&hl=en&rclk=1","Hyper Gaming Zone","5.0","(1)","Game store","·","","Closed","· Opens 8:30 am","","","","","","VJQR+VV6",""
"https://www.google.com/maps/place/B-Fit+Arena/data=!4m7!3m6!1s0x182f1b34da01493f:0x866eb0b49a680b9!8m2!3d-1.3342774!4d36.7533796!16s%2Fg%2F11xg7dzk82!19sChIJP0kB2jQbLxgRuYCmSQvrZgg?authuser=0&hl=en&rclk=1","B-Fit Arena","5.0","(17)","Sports club","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweorWhKlsh0q-7Qi8V8O_kMW-WiuKEwQyPvlfG1YzZy6OrQ5ptkaSTcuxBcH1fOjIewJ9gYtxnpHxoXItEGZn-idfrIKWjdQMdjl_EHbulabvgmoyJSBmRj9AtjT5mxV2kd-XJ6PIp7kW3pf=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perfect place to train, play, recover, and have fun.""","","","·","Academy Road"
"https://www.google.com/maps/place/Kettle+House+Bar+%26+Grill/data=!4m7!3m6!1s0x182f19c72ad13acb:0xb848d96d7661de75!8m2!3d-1.287511!4d36.7717788!16s%2Fg%2F11sh7c7cp2!19sChIJyzrRKscZLxgRdd5hdm3ZSLg?authuser=0&hl=en&rclk=1","Kettle House Bar & Grill","4.3","(2,285)","Grill","·","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoM_GYOv6WnXmY7ksK8TNBtYz4haHxCCvsH0fOATtCQwR8qQ4nRCxgULU57sdg5KvGB84WZhMMCfiRF2zCgxE0CmrI645FNRCRpBLhUC_pl5xppRnxOcMp0mRKC_kMj1ju-ri64a1dl5K0=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Get there early on Fridays and Saturdays as it gets packed quickly""","","","·","Lavington, Muthangari Road, Gitanga Rd"
"https://www.google.com/maps/place/Soko+Safi/data=!4m7!3m6!1s0x182f114e023f57bb:0x2e9682bb45b1c9d2!8m2!3d-1.3004923!4d36.7827634!16s%2Fg%2F11h7q4fpbw!19sChIJu1c_Ak4RLxgR0smxRbuCli4?authuser=0&hl=en&rclk=1","Soko Safi","4.4","(209)","Shopping mall","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSrhtoW5ntCIIBNCIHNJ94hjw6XCDgsCuAuqYPVjdDbj3LraWKSPWrK5Ae85E9p6jEIw-ZOMfoFiEbaRBORqJk132BXHshb7mqXJ769gGpxOm4OIYvwik5QXdfsHqXlj3iSVf2=w194-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It's a mini arcade.""","","","·","Ngong Rd"
"https://www.google.com/maps/place/KmusiK+Studios/data=!4m7!3m6!1s0x182f1914fbeb3fd1:0x48b8c84067ec3b99!8m2!3d-1.2337578!4d36.7578319!16s%2Fg%2F11qlvfzn4h!19sChIJ0T_r-xQZLxgRmTvsZ0DIuEg?authuser=0&hl=en&rclk=1","KmusiK Studios","4.7","(36)","Recording studio","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq_0H7Q_Ru0I5yc_KDi0cgfaKt41Tbg0_fb3HMCm3aKGQoLIJ8NY3JB8KNMpr3kuv3C-d_tS1-HMi10EM_DX2TzuIt6IzCrejTyOYOi2RJ-trohVzet-uA-XKiTxpvly8b8WaQ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The best place to hangout""","","","·","M4.1 Forward Close, Kitisuru Road"
"https://www.google.com/maps/place/Hyper+Gaming+Zone/data=!4m7!3m6!1s0x182f270076f85d15:0xb1ca768d7183e897!8m2!3d-1.1103308!4d36.6421549!16s%2Fg%2F11xcx8yq_v!19sChIJFV34dgAnLxgRl-iDcY12yrE?authuser=0&hl=en&rclk=1","Hyper Gaming Zone","5.0","(1)","Game store","·","","Closed","· Opens 8:30 am","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i81sgYvkXo_UXrYmwQSM6w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=207.95692&pitch=0&thumbfov=100","","","","","VJQR+VV6",""
"https://www.google.com/maps/place/African+Horizons+Travel+%26+Safaris+Ltd/data=!4m7!3m6!1s0x182f1b3dc4574671:0x6651e67b7ae9ac02!8m2!3d-1.3295105!4d36.723583!16s%2Fg%2F11c5zzsdvk!19sChIJcUZXxD0bLxgRAqzpenvmUWY?authuser=0&hl=en&rclk=1","African Horizons Travel & Safaris Ltd","4.8","(94)","Tour agency","·","","Closed","· Opens 8:30 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqCkjLk8tFckgY99dfAL9ftAZiGUDjmggQo2idGgdSDNUk74qyUpWDXXoxwvj0Nk5zh2BFLqClVzp4PtfrYSCNn8msMVw-S_ufA_DUvJmH-_0M_IU_eWMcmex4hXjSC_tUwSfe1sA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The best place to be...""","","","·","248 Petunia Cl"
"https://www.google.com/maps/place/Zucchini+Greengrocers+Limited/data=!4m7!3m6!1s0x182f19d96d777b3d:0xe4c0b3ed755e3954!8m2!3d-1.2592854!4d36.7777292!16s%2Fg%2F11cn6f9_wp!19sChIJPXt3bdkZLxgRVDlede2zwOQ?authuser=0&hl=en&rclk=1","Zucchini Greengrocers Limited","4.5","(1,488)","Greengrocer","·","","Closed","· Opens 7 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo47ftwKOXRjfYXdnfuWysC41pzKmftwzIImXr0J3MBuAj_w_lZjRzNWAVlL-GNce94kXEOWaX9aP2bTBC0G6AjM05IJ7qJHijc0D0db9gtqPJA50Xxx75eZ4rgPzNjM5mQgrIg-w=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""clean and good prices""","","","·","ABC Place, Waiyaki Wy"
"https://www.google.com/maps/place/Ballpoint+Social+Club/data=!4m7!3m6!1s0x182f17868e3de029:0x17fe5f80962ae948!8m2!3d-1.2302554!4d36.8041711!16s%2Fg%2F11hhznz2ys!19sChIJKeA9joYXLxgRSOkqloBf_hc?authuser=0&hl=en&rclk=1","Ballpoint Social Club","4.3","(115)","Restaurant","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweov1dPTDiAy5lS7GeRzSsi6DWHo6Wi74sCpOXqOJe9aN3mzwrjukOT1mVIFaNIJSwc47lY0GKhsAzqcPMGO9k6hVEunmgBh_GTEQxSRuk4Gq_3BqB_DXvqvXXSKxPla54N1FA8=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""500 per person you play board","games",", table tennis and darts.""","·","Village Market Limuru Rd"
"https://www.google.com/maps/place/Coffee+254/data=!4m7!3m6!1s0x182f1fe5b0a38a99:0xf4b6a1ba7d78aafb!8m2!3d-1.2782546!4d36.6665232!16s%2Fg%2F11t_z1x6x8!19sChIJmYqjsOUfLxgR-6p4fbqhtvQ?authuser=0&hl=en&rclk=1","Coffee 254","4.6","(297)","Coffee shop","·","","Closed","· Opens 7 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdkDtF-XBveJRbSDeivTBE8_Z1Hsroos5s4MdSgQXSHfUGfrho-Gak2hdDFARNgUrtwfcggCVUj6jXE0YhKnmX1P80ynrBstfQjFi2GpN8yFaFsIsF-3Os3OggOpHBhRDZwwSvsFaMjf2m=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They also have board","games","over the weekend for you to play as you hang out.""","·","Thogoto, Dagoretti Rd"
"https://www.google.com/maps/place/Golf+Park/data=!4m7!3m6!1s0x182f1a55b8476955:0x35a855f2554f21ba!8m2!3d-1.310671!4d36.742781!16s%2Fg%2F11dfthr716!19sChIJVWlHuFUaLxgRuiFPVfJVqDU?authuser=0&hl=en&rclk=1","Golf Park","4.4","(682)","Golf course","·","","Closed","· Opens 6:30 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwer5nFNsseiKO8gZpJGTKBf3rcxFYB44AoZqiWuz2SlUJ3RGkJc3QagbzKxaHYFYOsyx1lgKIaBTd4DU8Q8-4lYRnUEje3VkgMdxMK5ye8GheLs2u_iEFkhFTQv5ZGU6DmJz9-fSjQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very popular lately so you need to pick your playing days wisely.""","","","·","Ngong Rd"
