"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","W4Efsd 5","W4Efsd 6"
"https://www.google.com/maps/place/Gamewatchers+Safaris+Ltd/data=!4m7!3m6!1s0x182f17c19486effd:0x9cb1da9667f09d01!8m2!3d-1.3183832!4d36.7043486!16s%2Fg%2F11bbt5x9dp!19sChIJ_e-GlMEXLxgRAZ3wZ5basZw?authuser=0&hl=en&rclk=1","Gamewatchers Safaris Ltd","4.6","(116)","Tour operator","·","","Closed","· Opens 8:30 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerR4H2oxirlNNfbaFeV0OfsEv5jJoxtXzRNswEXoc9M1J_EX9SLfpTYS0QQCgbDKoHIFrdW4kZibmXJhdeJd7qVy_z8JwhZHtHmQNcd3Cney4ZBebvDdSltHVBpZR3ufar7ddEZtg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Incredible staff,","game","trackers, food and scenery.""","·","United Nations Crescent"
"https://www.google.com/maps/place/Playza/data=!4m7!3m6!1s0x182f11d60dd73927:0xfff99bde724d6b0a!8m2!3d-1.3010744!4d36.7869137!16s%2Fg%2F11wx9qzyxq!19sChIJJznXDdYRLxgRCmtNct6b-f8?authuser=0&hl=en&rclk=1","Playza","4.0","(31)","Indoor playground","·","","Closed","· Opens 10 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoQqDcUB8l92MHx1nzHZTvU2Hnen19lV1MSuvjL3TbuKmG6mKY80gGu5e_ON-EVzZ3LZTIh6DV_u91Z5DrZMBX5JMb0IX6VD3I-USfrtfl25_79w4JGsp1pQDVsSraweNNN-v6O=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Playza in Prestige Plaza is an amazing arcade with something for everyone!""","","","·","Prestige, Ngong Rd"
"https://www.google.com/maps/place/Fedha+Valley+Arcade+Shopping+Mall/data=!4m7!3m6!1s0x182f11a4fcb0afed:0x217a027fad695fba!8m2!3d-1.2905055!4d36.7701706!16s%2Fg%2F11g2nn93v2!19sChIJ7a-w_KQRLxgRul9prX8CeiE?authuser=0&hl=en&rclk=1","Fedha Valley Arcade Shopping Mall","4.3","(5,044)","Shopping mall","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoWlsbURq0f4VeoWkVCUuYfutAANL_h6RDD3cs5RYH3MmlicRqNJ3qnGIuTaBtctKMleRK_mzO3AHfjG52rNuhdK6J6prjbATaQd9-3IK0FhckJ-TWNw7LOLPea8dko1HpBvZ7jGQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It nice only that the entrance and exits are challenging""","","","·","Gitanga Rd"
"https://www.google.com/maps/place/ASK+Arena/data=!4m7!3m6!1s0x182f1a641c942a11:0x528f90419001fa22!8m2!3d-1.3072328!4d36.7660636!16s%2Fg%2F1vbbcy9g!19sChIJESqUHGQaLxgRIvoBkEGQj1I?authuser=0&hl=en&rclk=1","ASK Arena","4.0","(283)","Fairground","·","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweovWOLZLF_dqCRxgbcwhy3OqdA4xgi84FxQUaqNEbqWMT3JDm5KcUN2-X1mJRW0IqY9l1MgnibkGpiChaYPrROta8f8S6OwyHS8-BxxWwrrUr73tUqXPM7pdq9NqNnfBahwRaS2=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fun and neatly designed with ample seating space""","","","·","MQV8+4C4"
"https://www.google.com/maps/place/The+Junction+Mall/data=!4m7!3m6!1s0x182f1a6af785f0f3:0xc87e47e63ed244ed!8m2!3d-1.298489!4d36.7624734!16s%2Fg%2F1tf8jchz!19sChIJ8_CF92oaLxgR7UTSPuZHfsg?authuser=0&hl=en&rclk=1","The Junction Mall","4.5","(20,524)","Shopping mall","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoEijhOL4VDdPR3TV71ZAwQssLzZgzQlytMvyyW4cjQ_G2XrMQbBgU65e47IsF8JtgjwOe4ZpfSk-22QO38YB5ENR2VOvQXyHs4ixfs8c8S0VviLCwUJKbG4DQFImrD7JxKcct_=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Amazing place to visit, shops, foods","games",", nice customer services""","·","Junction, Ngong Road, Kingara Rd"
"https://www.google.com/maps/place/Village+Bowl/data=!4m7!3m6!1s0x182f1785d527e033:0x1bcfa5733936d9fe!8m2!3d-1.229809!4d36.8043655!16s%2Fg%2F11gvz8lxb6!19sChIJM-An1YUXLxgR_tk2OXOlzxs?authuser=0&hl=en&rclk=1","Village Bowl","4.6","(1,169)","Bowling alley","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMrPnjGQVb0H3f0r9shou0qkcHdtwKi2xgXzE5-N4Foz0flW_c_ke1cS_nVgzE3pXVsup0oOJaMlbDXJV3Uv7uzSUJzm3oXQAju0FsgbX6q2v2SmftywqwHzPqhWyiv8cQvtpe=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fun","games",", good music, and vibes.""","·","Limuru Rd"
"https://www.google.com/maps/place/GAMERS+ARENA+CUSTOM+PC+KENYA/data=!4m7!3m6!1s0x182f11f7f92a35db:0x8704b000b3b08178!8m2!3d-1.2808845!4d36.8210917!16s%2Fg%2F11tjk7j2gc!19sChIJ2zUq-fcRLxgReIGwswCwBIc?authuser=0&hl=en&rclk=1","GAMERS ARENA CUSTOM PC KENYA","4.8","(47)","Computer store","·","","Closed","· Opens 8:30 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdqtCICTORGwUb-RB_gLDse9qP2MQKzhjgv2ulCETqhsAbgbB2wi-TCcS7OYDXdep5aoxQf5ImOZVqCBtDaTVhtAiZFfiB1ww8SsWWWcjxnBXgTBb8Mordh1xzOVZeO0e6nkzI=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bought","gaming","accessories at very competitive prices.""","TWIGA TOWERS 2ND FLOOR SUITE 202",""
"https://www.google.com/maps/place/XGAMER+technologies/data=!4m7!3m6!1s0x182f10d61dd2512b:0xa3713de939fa6a28!8m2!3d-1.282588!4d36.8223413!16s%2Fg%2F11h15zczy!19sChIJK1HSHdYQLxgRKGr6Oek9caM?authuser=0&hl=en&rclk=1","XGAMER technologies","4.1","(503)","Video game store","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerfIU4vqcHV9KeVti_1jEv0AN447d44fZ6MDCjBQyxGrX9fPkTSYh92hvyfGV6UIxds6MOaiFDK9xxxfTeA5FikNo2ct2T-gosBw6iSKl7cnf8MXEbsGTHCRT8N-MhpwLoMGB1nFQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fully stacked shelves with all","gaming","technology and good security.""","Veterans House, SHOP 501, 5th floor Moi Ave",""
"https://www.google.com/maps/place/Biggys+Gaming+Cafe/data=!4m7!3m6!1s0x182f11bdeebe27d5:0x70a305b2448ea2f8!8m2!3d-1.281872!4d36.821949!16s%2Fg%2F11ftwhfhc5!19sChIJ1Se-7r0RLxgR-KKORLIFo3A?authuser=0&hl=en&rclk=1","Biggys Gaming Cafe","4.0","(13)","Game store","·","","Closed","· Opens 9:30 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerb_VYixyBdN_TdbMUd9cD3-cwVWKQZaYvUCzDuoWtYhW8sXDAmMDzXGs5m_1wkjUYbv7kutsec59uxqc7kQ2QSNyWjtOXNVi7BDRbZYTvsKEgrL4CADFVjaG0bgW82yXiz25K6=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""great private place for playstation lovers""","","","Rahimtulla Trust Building, Moi Ave",""
"https://www.google.com/maps/place/Bao+Box/data=!4m7!3m6!1s0x182f173a1357bc9b:0x6b8743e1274c418e!8m2!3d-1.2503573!4d36.7897703!16s%2Fg%2F11gf4tc3nq!19sChIJm7xXEzoXLxgRjkFMJ-FDh2s?authuser=0&hl=en&rclk=1","Bao Box","4.5","(5,016)","Family-friendly","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDRA5MA8zy6LEMn48VeY1I9w4Zy4_h2UyFpltig94DJB0SJLrOTeNM2u8k2T2SF0pKJFI5HQWImbdrpt1tS5LdbHd0n2tQ-HudR1_4SDQUHy0LFyGQ_MHQr48PkA52uTDFI_s=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""More board","games","than you can play, amazing ambiance and great service.""","·","General Mathenge Drive, Next to Russell Bedford"
"https://www.google.com/maps/place/The+Waterfront+Karen/data=!4m7!3m6!1s0x182f1b40e8700ce9:0xf4eb6d3689e5364b!8m2!3d-1.3301067!4d36.7149189!16s%2Fg%2F11g68xjl7h!19sChIJ6Qxw6EAbLxgRSzbliTZt6_Q?authuser=0&hl=en&rclk=1","The Waterfront Karen","4.4","(6,507)","Shopping mall","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerX5DODs1Ok7LwfZx7AQPuxySfrxPBYvwkPuF6O9mb2a6RNUVCWy__8qlLp3vANBxq02pRhW2-B530DN1_FTM-Lss7Tyw7ytVRwgZWrEB_9ygYGAGCcxTsxh02Vg9oykHh-leAm=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They have a","games","lounge as well with bowling, pool, video","·","Kuwinda Langata"
"https://www.google.com/maps/place/Bigfoot+Adventures+Kenya/data=!4m7!3m6!1s0x182f1bc492a7f26b:0x5d550d4d6e692f5f!8m2!3d-1.3008846!4d36.7792546!16s%2Fg%2F11gh46x6mz!19sChIJa_KnksQbLxgRXy9pbk0NVV0?authuser=0&hl=en&rclk=1","Bigfoot Adventures Kenya","4.8","(147)","Tour agency","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoXAR3EVjZdWkbS0yGUnfm3dH_jzEevbzwNSOd1atDWyf6sieA9Jvfcly-eneGKoseQj8tzFaBpd4QsM6SulFzQadbt9y2ZU5kElqZA2_Tdhov8zDdurnQBSOJr5oko2nSpDr0I=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""10/10 would recommend.""","","","·","Suna Rd"
"https://www.google.com/maps/place/Nairobi+Game+Development+Center/data=!4m7!3m6!1s0x182f174f03bd6183:0x9ec9518d66a98def!8m2!3d-1.2583149!4d36.8186644!16s%2Fg%2F11fprt_yrx!19sChIJg2G9A08XLxgR742pZo1RyZ4?authuser=0&hl=en&rclk=1","Nairobi Game Development Center","4.7","(19)","Coworking space","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweozPcgqbNoJh9vUqOkvzqsdIXmYWvBRZxtdNj7btPrgwIiXDHC6Jadnegy4nmaUmGOQ7WEAO0b1dyrDzkxu9j0bZM5ES-Goo2yw4oQjwg66Y462TrsvJRZttCtqto9cnrUCiOrazg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended for having events.""","","","·","Diamond Plaza, 6th Floor Pramukh Swami Ave"
"https://www.google.com/maps/place/Beyond+the+Plains+Kenya+%26+Tanzania+Safari+Tour+Operator/data=!4m7!3m6!1s0x182f1b4a1d651eb1:0xbfafb7b2bab7b43b!8m2!3d-1.3327375!4d36.7434531!16s%2Fg%2F11s7zt03y5!19sChIJsR5lHUobLxgRO7S3urK3r78?authuser=0&hl=en&rclk=1","Beyond the Plains Kenya & Tanzania Safari Tour Operator","4.7","(54)","Tour operator","·","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoU3081058Jn78BTJAyexsegv29pNu_5lSZcMpGZYl9SrNBFnAxEN3aaiVVYW6N-QcqYfNS4KX9jmA6zXbeCvoADHULRyCgtAGJD3yrw_MosMT6iHItmPLd7W2dI9TF9JUDxzg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Must go place with beyond the plains""","","","MP8V+W94",""
"https://www.google.com/maps/place/Stedmak+Wildlife,+Swimming+Pool+and+Restaurants/data=!4m7!3m6!1s0x182f1bb4295430cb:0x62e5689e0df8c35f!8m2!3d-1.3341475!4d36.7587203!16s%2Fg%2F11gnq3340z!19sChIJyzBUKbQbLxgRX8P4DZ5o5WI?authuser=0&hl=en&rclk=1","Stedmak Wildlife, Swimming Pool and Restaurants","4.4","(341)","Zoo","·","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoV8ZYz2YV2Bl9Wx9vMOoCf-TggIL9hHDGyrbspDMPzKSqxlxKEmJtm6mDCp2hcI3LRkqXZQvV412YLGJuLSxD-axglq-jghBH_MvYjtFRs4RkVNlUxTUW5hySXwG098z5vd6oB=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Game","view experience is top notch""","·","MQ85+8FX, Unnamed Road"
"https://www.google.com/maps/place/Village+Market/data=!4m7!3m6!1s0x182f17c02c0c60eb:0xabe915056c56fb6c!8m2!3d-1.228842!4d36.805044!16s%2Fm%2F05p3n5q!19sChIJ62AMLMAXLxgRbPtWbAUV6as?authuser=0&hl=en&rclk=1","Village Market","4.6","(9,318)","Shopping mall","·","","Closed","· Opens 7 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2krt5R0axNg9YeOm8OE5ps4Mmlw2t4XlhikRxr6MWwXWN5cmQaftOL9l1dXvHFCJD9LRQzR7TAeWOTCdz8FvqwaRL-iLah_sSRMNdHwPuCuZdgrVfAKeM29OgU89WOSclhlDe=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Easily Accessible, Clean, Top Tier Security & Friendly Staff.""","","","·","Village Market, Limuru Rd"
"https://www.google.com/maps/place/Board+Games+Kenya/data=!4m7!3m6!1s0x182f11490d2eca79:0x7eaac3dbb6b4decc!8m2!3d-1.2799449!4d36.8248181!16s%2Fg%2F11j4y7_sd9!19sChIJecouDUkRLxgRzN60ttvDqn4?authuser=0&hl=en&rclk=1","Board Games Kenya","4.6","(47)","Game store","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6EOumFwnJZm_y4fSbFzbvxcdMk5qDl9-Vmr10Sg-QjHMHJhWnHbP71Pt7cjFwEnU-3yK9sBDT5-wB-p_Ac90dZGny3ad0li6dx3hoymJKQ_joKk7fq4DnwrnjGdMLtTfU0bE=w127-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Variety of indoor","games","""","Jainsala Rd",""
"https://www.google.com/maps/place/Silver+Spark+Africa+Safaris+Limited/data=!4m7!3m6!1s0x182f110d551169a1:0x748ff969456d9e56!8m2!3d-1.2895723!4d36.7309743!16s%2Fg%2F11j3386tw7!19sChIJoWkRVQ0RLxgRVp5tRWn5j3Q?authuser=0&hl=en&rclk=1","Silver Spark Africa Safaris Limited","4.8","(43)","Tour operator","·","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqzDagzANUYzryt7hFCF_H6GePO0Rz6zU-HDyeqM41XBpH9DOwga9ad3y6wv9mNcqD3PLXii8fy9A7UGvUgBg6ZNu9-BYb_s5HtM4Zm5_oIDudF1yIXPQCr3de8EhghTdzYZfHDKyOXLwN6=w179-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The topnotch service, great accommodations and satisfying","game","drive.""","·","Moi Avenue Opp Jeevanjee Garden Nairobi, Kenya, Ikigai, Lower Kabete"
"https://www.google.com/maps/place/THE+JUNGLE+Sarit+Centre/data=!4m7!3m6!1s0x182f173b4178ad01:0x3513aac933467782!8m2!3d-1.261176!4d36.8022989!16s%2Fg%2F11qg4kvwgt!19sChIJAa14QTsXLxgRgndGM8mqEzU?authuser=0&hl=en&rclk=1","THE JUNGLE Sarit Centre","4.0","(30)","Children's amusement center","·","","Closed","· Opens 10 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepq9NHX2fDllsyXr6J4NKanhkBDn7mtFqnDlZ0AZ4CVvo0HYAWuF-aXq00Q9olLh63LwjhXCULWejp_M58kXWD1t982GUPHZ_Z2XZVcAIHntR1L4FfW0ZM89izds-qalulo_8gGOA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A good place to burn the extra energy.""","","","·","Sarit Centre, Karuna Rd"
"https://www.google.com/maps/place/The+Aviary+Rooftop+Cocktail+Lounge/data=!4m7!3m6!1s0x182f17005f82a19d:0x33a2803916a6ce5c!8m2!3d-1.2637363!4d36.7901766!16s%2Fg%2F11w1xvjjg3!19sChIJnaGCXwAXLxgRXM6mFjmAojM?authuser=0&hl=en&rclk=1","The Aviary Rooftop Cocktail Lounge","4.7","(92)","Bar","·","","Closed","· Opens 4 pm","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerLeKbfEi3_Q79GmkHkNrjwNxLJ8fRUzx82TqSkcw3JlPnlDFOgFgh31NrIHJoi1AV-bu-hbLV2NRvZk-qp1mRS3yUcUybtVYGY1j20LQCYmcN8Fjk0cx4UsSjOKsYCsVh3INg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good ambience, quick service and nice","games","Good music!""","·","PQPR+F3M, Church Rd"
"https://www.google.com/maps/place/GAME+CENTER/data=!4m7!3m6!1s0x182f11d1c9fb6df5:0xf0d428c5777dc256!8m2!3d-1.2844151!4d36.8258475!16s%2Fg%2F11ft1fct0r!19sChIJ9W37ydERLxgRVsJ9d8Uo1PA?authuser=0&hl=en&rclk=1","GAME CENTER","4.4","(13)","Electronics store","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3GNdrpZNQDFICFLzr90Eh7Rumfkylb-uNnWD8q_JQOXCxUKuPV9OyZmHfUiCJFPlwcUPtMKxyNgep36IzBrImONSTpc6fncbKCXkF5AdIBSZJ2QcV8-h98KrsZHrjWwPrSQj-=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best services and cost effectiveness in town,Big up Anthony🔥🔥""","","","Tom Mboya St",""
"https://www.google.com/maps/place/Toyworld-Yaya+Centre/data=!4m7!3m6!1s0x182f11a444b9a7eb:0xfa54012c426aa3cd!8m2!3d-1.2933722!4d36.7875543!16s%2Fg%2F1tk40q3f!19sChIJ66e5RKQRLxgRzaNqQiwBVPo?authuser=0&hl=en&rclk=1","Toyworld-Yaya Centre","4.2","(106)","Toy store","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepuvRO9gLaK37Tehxi7J4MgwEYSQsuWNJuYPPrS-tQRvYoODV7M2K-BTvgMvmsKURA64cwwr7I2XiIk2TeU5hUmuPDrlrblRpNwLpMdJXKDkNs3aySZ1OC1i4jLcUCI7WlbX7Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great selection of toys from all ages""","","","·","Kilimani ARGWINGS KODHEK YAYA CENTRE"
"https://www.google.com/maps/place/St.+Mary%27s+School+Nairobi+Games+Pitches/data=!4m7!3m6!1s0x182f19df6773a13f:0xbffe49d61d65f4f4!8m2!3d-1.2619145!4d36.7814729!16s%2Fg%2F11g69_s5fg!19sChIJP6FzZ98ZLxgR9PRlHdZJ_r8?authuser=0&hl=en&rclk=1","St. Mary's School Nairobi Games Pitches","4.4","(147)","Rugby field","·","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerCtRgM_ZA-NivDgCB2F-twAfpsblAyza-g0yQiHHxOlvWk2VLfCj3eP-8e_9F3mZbNVYksly8F8W7Xh92q6yckDy5g_aXVNlqKJQbxsXt4vKU8xtJ-y4Q4hG56x8XAb0TMA6TXnQ=w122-h92-k-no","","","","","·","PQQJ+6HQ"
"https://www.google.com/maps/place/Stedmak+Gardens+and+Recreation+Centre/data=!4m7!3m6!1s0x182f1acbd05cda51:0xaf0339d861547021!8m2!3d-1.3341396!4d36.7585789!16s%2Fg%2F11b_2y6bvs!19sChIJUdpc0MsaLxgRIXBUYdg5A68?authuser=0&hl=en&rclk=1","Stedmak Gardens and Recreation Centre","4.4","(920)","Restaurant","·","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweozw93Tg_iyi8dUiFEWhvDBK3FQBYQi87P851iEAsUJdWLrEw7Dp3-tp70RrDo2JkrEcZDx9DDF1xEK6uRtQa4Eq1_UeMZgCioF-3DJAO6YAIWp1PNo8pvl6q39hoi6yOC-pbl11w=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It was a 10/10 experience I love the","games","there the activities and the food""","·","MQ85+8CW, Karen Rd"
"https://www.google.com/maps/place/MyMovies.Africa%E2%84%A2/data=!4m7!3m6!1s0x182f1b06258c66c5:0x68f76bdddf3766ad!8m2!3d-1.2915734!4d36.7575318!16s%2Fg%2F11pxlbsml2!19sChIJxWaMJQYbLxgRrWY3391r92g?authuser=0&hl=en&rclk=1","MyMovies.Africa™","4.8","(107)","Movie rental store","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweosYSRhWDR5eWq4EV-exBlcxjIUE3eU0IPwj5P6x3_kbF8wLWCBodu1UpMezsRqpA_Fjx4oFfY8aav7RdSuyN-5UgWY23kTTQ5Q-lVFH1tUr6bnSTscCiGTcf0foECGM6f9kfsIkg=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""quite lite and never lags.""","","","Hatheru Rd",""
"https://www.google.com/maps/place/Playland+Amusement+Park/data=!4m7!3m6!1s0x182f11c92f125a51:0x5efee92f3966d708!8m2!3d-1.3237716!4d36.8440371!16s%2Fg%2F11h56w3hj9!19sChIJUVoSL8kRLxgRCNdmOS_p_l4?authuser=0&hl=en&rclk=1","Playland Amusement Park","4.3","(451)","Amusement park","·","","Closed","· Opens 10 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqPSO-R9y62IXcRKwjPO2DBMXXGp6qA-to1xe1tpft4dsq7v_xw84h2NdsTpZ74gGxK6R90gXExKcwNim210lhTjZn45i7HVWGGALAYBhcu97Klm5uHz_oZzJidLOgqmn8f6R8-RA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Virtual","games",", slides, trampolines and quick snacks 🍩  on offer...""","·","Nextgen mall, Mombasa Road"
"https://www.google.com/maps/place/Geco+Caf%C3%A9/data=!4m7!3m6!1s0x182f1a15c286211f:0x812758e2a39ca688!8m2!3d-1.2928423!4d36.761796!16s%2Fg%2F11c7vvsdl5!19sChIJHyGGwhUaLxgRiKaco-JYJ4E?authuser=0&hl=en&rclk=1","Geco Café","4.5","(2,750)","Coffee shop","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqEuL-6vIBcpriC1xFNtGy7peShYswKbGRb1mZ_XthblTzPgtRH62Sd5CAi1cIG78m53DSrrT_ifQJH5ubwmVzZZvIuihoNK5nTyPnkDWCzW_N7e6NVe3HdEJNC6b2koOVGq-5bi-xSmhvJ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Their drinks","game","and atmosphere is on point.""","·","Mbaazi Rd"
"https://www.google.com/maps/place/The+Padel+Point+Kenya/data=!4m7!3m6!1s0x182f1b0c982de1a5:0x23c5e40cec837cd3!8m2!3d-1.309499!4d36.7432928!16s%2Fg%2F11k9z5z0tm!19sChIJpeEtmAwbLxgR03yD7AzkxSM?authuser=0&hl=en&rclk=1","The Padel Point Kenya","4.9","(25)","Padel club","·","","Closed","· Opens 7 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepo8wOGYy1M_rFdk_pHjfbBZEw0t6hpB4Q4j1NrdKQk-E-7T8EmoOvON-DTGl8dPGsTyM0YHRBnSFz-2H--98dkO3z1f2ZLr7yE_g3sFLur3F2-REzCtsTPRSnmzx6THdm2q-xH=w145-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent Courts with a great atmosphere""","","","Ngong Racecourse",""
"https://www.google.com/maps/place/Ozone+Trampoline+Park/data=!4m7!3m6!1s0x182f17ec10a2f96d:0x741044b88dd1de71!8m2!3d-1.2300637!4d36.8044259!16s%2Fg%2F11fj3fmydg!19sChIJbfmiEOwXLxgRcd7RjbhEEHQ?authuser=0&hl=en&rclk=1","Ozone Trampoline Park","4.5","(231)","Recreation center","·","","Closed","· Opens 9 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo7KBJXvH2MYcTxK5xFZ3XMtXVTOFEJRQhOnLPZVEI77nL0aIvwlz14bmeB3Djhacg7GEeb4Kf59dWVBE80muXxJFN_d593CpYPx5cNH_yZ7BFhTlmp3dYpRBekoq2NTO2lp5M=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""This place is suitable for both kids and adults, it takes your stress away.""","","","·","Limuru Rd"
"https://www.google.com/maps/place/Nairobi+Tented+Camp/data=!4m11!3m10!1s0x182f05641cabc9ff:0xa827382063908d27!5m3!1s2026-02-28!4m1!1i2!8m2!3d-1.3184144!4d36.7043699!16s%2Fg%2F1tj3n9yn!19sChIJ_8mrHGQFLxgRJ42QYyA4J6g?authuser=0&hl=en&rclk=1","Nairobi Tented Camp","4.7","(87)","3-star hotel","Woodsy chic lodging with breakfast","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweot_9Tw8gO9OAQIRkD0ZpaIc-2kTtT-dYNxl-0gHBGAgAQBo_zgsNFHpOyw1zP13IvycMLPnpoJY3JJsxA39XWOyQ_LrCzMJ1a4OqnNHd7WusU2eZl-N0rMk27JWmB9dydFEXms=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Right in the heart of the park.""","","","",""
"https://www.google.com/maps/place/Spinners+Web+Kenya+Ltd/data=!4m7!3m6!1s0x182f179e24393fad:0x2143172abcdf7711!8m2!3d-1.238546!4d36.7811043!16s%2Fg%2F1w8g3gfm!19sChIJrT85JJ4XLxgREXffvCoXQyE?authuser=0&hl=en&rclk=1","Spinners Web Kenya Ltd","4.5","(1,025)","Handicraft","·","","Closed","· Opens 9:30 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAwer1ay-rRG47m4CilNjGVNTNKPDUXtXuNV1b9T7iEF4iNEOQwXXbwn56Rp-uNGa1a9IFHhtNsZWw9uL86hToWiTgfQ0AeDuvWZA-26Xaldj8ewxJgvyc_7MJio01Xtu9lt_VUrCjvTlhj5A=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I was pleasantly surprised by the layout and the different levels.""","","","·","1.3A, 1.3A Kitisuru Rd"
"https://www.google.com/maps/place/Boards+Games+%26+Cards+Kenya/data=!4m7!3m6!1s0x182f11e20ebf0f43:0x680976295ad5e58c!8m2!3d-1.2841729!4d36.8242716!16s%2Fg%2F11nn2kpxvv!19sChIJQw-_DuIRLxgRjOXVWil2CWg?authuser=0&hl=en&rclk=1","Boards Games & Cards Kenya","4.3","(12)","Game store","·","","Closed","· Opens 8 am","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoUP6kp21BsUfPakmANJty-hYS0RAku6sF8pvF_7q8Gvp6eb3rWXyfAyV5s8oT991pimjryYRRz3UhZjVEKBz8aUQRKNq_H8J6_w43ejBAT3IqRP5lyJ246J_GgUat_qB3nx4qpuw=w108-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I was able to find Uno here, on the Floor 7. There is a lift.""","","","Sonalux House",""
